persondata.txt   v0.1 GAMMEL UTGAVE H2010   Kilder: Wikipedia, TMDb   -*- coding:us-ascii -*-
aak1	AAke Fridell
and20	Andigoni Alikakou
and21	Andra Martin
and22	Andras Jones
and23	Andras M. Kecskes
and24	Andrea
and25	Andrea Aureli
and26	Andrea Bendewald
and27	Andrea Checchi
and28	Andrea Di Stefano
and29	Andrea Dorfman
and30	Andrea Eckert
and31	Andrea Ferreol
and32	Andrea Garcia-Huidobro
and33	Andrea Howard
and34	Andrea King
and35	Andrea Leeds
and36	Andrea Libman
and37	Andrea Marcovicci
and38	Andrea Martin
and39	Andrea Occhipinti
and40	Andrea Paula Paul
and41	Andrea Powell
and42	Andrea Romano
and43	Andreas Dresen
and44	Andreas Katsulas
and45	Andreas Rupprecht
and46	Andreas Teuber
and47	Andreas Voutsinas
and48	Andreas Wisniewski
and49	Andre Barbosa
and50	Andre Benjamin
and51	Andre Braugher
and52	Andre Canty
and53	Andre De Toth
and54	Andre Dussollier
and55	Andre Eglevsky
and56	Andree Lachapelle
and57	Andree Maranda
and58	Andree Moss
and59	Andre Falcon
and60	Andre Gabriello
and61	Andre Gower
and62	Andre Gregory
and63	Andre Guibert
and64	Andre Heller
and65	Andre Hennicke
and66	Andrei Abrikosov
and67	Andrei Ionescu
and68	Andrei Kashkar
and69	Andrei Konchalovsky
and70	Andrei Mironov
and71	Andrei Petrov
and72	Andrei Sokolov
and73	Andrei Tarkovsky
and74	Andrei Zvyagintsev
and75	Andrej Kosak
and76	Andre Morell
and77	Andre Noble
and78	Andre Rouyer
and79	Andre S. Labarthe
and80	Andres Pazos
and81	Andre Stojka
and82	Andre Stokja
and83	Andres Wood
and84	Andre Techine
and85	Andre the Giant
and86	Andrew Airlie
and87	Andre Ware
and88	Andrew Bergman
and89	Andrew Breitbart
and90	Andrew Bryniarski
and91	Andrew Butler
and92	Andrew Caldwell
and93	Andrew Cassese
and94	Andrew Crawford
and95	Andrew Cruickshank
and96	Andrew Currie
and97	Andrew Davoli
and98	Andrew Denton
and99	Andrew Dice Clay
and100	Andrew Divoff
and101	Andrew Douglas
and102	Andrew Duggan
and103	Andrew Fastow
and104	Andrew Fiero
and105	Andrew Fleming
and106	Andrew Gallerani
and107	Andrew Garfield
and108	Andrew Gingerich
and109	Andrew Ginsburg
and110	Andrew Gurland
and111	Andrew Hagara
and112	Andrew Hampton
and113	Andrew Harrison,
and114	Andrew Howard
and115	Andrew Hughes
and116	Andre Wilms
and117	Andrew J. Stratmann
and118	Andrew Jackson
and119	Andrew Jarecki
and120	Andrew Jimenez
and121	Andrew Keegan
and122	Andrew Keenan-Bolger
and123	Andrew Keir
and124	Andrew Kelley
and125	Andrew Kemler
and126	Andrew Kevin Walker
and127	Andrew Kirby
and128	Andrew Knight
and129	Andrew Knott
and130	Andrew L. Stone
and131	Andrew Lau
and132	Andrew Lauer
and133	Andrew Lee Potts
and134	Andrew Levitas
and135	Andrew Lowery
and136	Andrew Marton
and137	Andrew McCarthy
and138	Andrew Miller
and139	Andrew Morahan
and140	Andrew Niccol
and141	Andrew O'Connor
and142	Andrew Pante
and143	Andrew Parks
and144	Andrew Prine
and145	Andrew Robinson
and146	Andrew Ross Litzky
and147	Andrew Rubin
and148	Andrew S. Gilbert
and149	Andrew Sachs
and150	Andrew Schofield
and151	Andrew Sipes
and152	Andrew Solt
and153	Andrew Stevens
and154	Andrew Stone
and155	Andrew Swant
and156	Andrew Tarbet
and157	Andrew Tiernan
and158	Andrew Tombes
and159	Andrew V. McLaglen
and160	Andrew Waller
and161	Andrew Wilson
and162	Andrey Konchalovskiy
and163	Andrey Myagkov
and164	Andris Oshin
and165	Andrucha Waddington
and166	Andrzej Bartkowiak
and167	Andrzej Mastalerz
and168	Andrzej Munk
and169	Andrzej Sekula
and170	Andrzej Seweryn
and171	Andrzej Zulawski
and172	and starring
and173	Andy Bichlbaum
and174	Andy Cadiff
and175	Andy Cheng
and176	Andy Davoli
and177	Andy Devine
and178	Andy Dick
and179	Andy Fickman
and180	Andy Garcia
and181	Andy Granatelli
and182	Andy Griffith
and183	Andy Hui Chi-On
and184	Andy Humphries
and185	Andy Lau
and186	Andy Merrill
and187	Andy Nyman
and188	Andy Pforsich
and189	Andy Richter
and190	Andy Robin
and191	Andy Romano
and192	Andy Russell
and193	Andy Samberg
and194	Andy Samuel
and195	Andy Serkis
and196	Andy Sidaris
and197	Andy Stahl
and198	Andy Tennant
and199	Andy Tse
and200	Andy Warhol
and201	Andy Whitfield
and202	Andy Wood
ane1	Anees Bazmee
ane2	Aneta Corsaut
ane3	Anette Day
ane4	Anette Stoevelbaek
ang1	Angelina Jolie
ang2	Angeline Ball
ang3	Ang Lee
ang4	Angela Bassett
ang5	Angela Bettis
ang6	Angela Bowie
ang7	Angela Davis
ang8	Angela Douglas
ang9	Angela Featherstone
ang10	Angela Goethals
ang11	Angela Heck
ang12	Angela Jones
ang13	Angela Lansbury
ang14	Angela Lindvall
ang15	Angela McPherson
ang16	Angela Molina
ang17	Angela Paton
ang18	Angela Punch McGregor
ang19	Angel Aranda
ang20	Angela Rawna
ang21	Angela Robinson
ang22	Angela Scoular
ang23	Angela Winkler
ang24	Angel Caban
ang25	Angel de Andres Lopez
ang26	Angel de la Cruz
ang27	Angel del Pozo
ang28	Angelica Aragon
ang29	Angelica Lee
ang30	Angelina Estrada
ang31	Angell Conwell
ang32	Angelo Barra Moreira
ang33	Angelo Boscariol
ang34	Angelo D'Angelo
ang35	Angelo Dundee
ang36	Angelo Rossitto
ang37	Angelo Spizzirri
ang38	Angel Ramirez
ang39	Angel Tompkins
ang40	Angharad Rees
ang41	Angie Dickinson
ang42	Angie Everhart
ang43	Angie Harmon
ang44	Angie Milliken
ang45	Angus MacFadyen
ang46	Angus Sampson
ang47	Angus Scrimm
ang48	Angus T. Jones
anh1	Anh Thu
ani1	Anita Ekberg
ani2	Aniko Ivan
ani3	Anita Mui
ani4	Ania Marson
ani5	Anica Dobra
ani6	Anicee Alvina
ani7	Anika Noni Rose
ani8	Anil Chatterjee
ani9	Anil Kapoor
ani10	Anil Kumaar Sharma
ani11	Anita Berber
ani12	Anita Bjork
ani13	Anita Briem
ani14	Anita Das
ani15	Anita Garvin
ani16	Anita Gillette
ani17	Anita Gordon
ani18	Anita Kanwar
ani19	Anita Louise
ani20	Anita Page
ani21	Anita Sharp-Bolster
ani22	Anita Yuen
anj1	Anjaan Srivastav
anj2	Anjanette Comer
anj3	Anjelica Huston
anj4	Anji Xtravaganza
anj5	Anjul Nigam
ank1	Anka Sarstedt
ank2	Ankur Vikal
ann1	Annette Bening
ann2	Annie Girardot
ann3	Anne Brochet
ann4	Annabella Sciorra
ann5	Anne Baxter
ann6	Anne Bancroft
ann7	Anne Yernaux
ann8	Anna Faris
ann9	Ann-Margret
ann10	Ann-Marie MacDonald
ann11	Anna-Lisa
ann12	Anna-Lisa Baude
ann13	Anna Amendola
ann14	Annabel Jankel
ann15	Annabelle Gurwitch
ann16	Annabel Leventon
ann17	Annabelle Weenick
ann18	Annabeth Gish
ann19	Anna Bruggemann
ann20	Anna Canzi
ann21	Anna Carena
ann22	Anna Chancellor
ann23	Anna Chlumsky
ann24	Anna Falchi
ann25	Anna Friel
ann26	Anna Galiena
ann27	Anna Geislerova
ann28	Anna Healy
ann29	Anna Hoelck
ann30	Anna Kanakis
ann31	Anna Karina
ann32	Anna Kashfi
ann33	Anna Katarina
ann34	Anna Keaveney
ann35	Anna Kyriakou
ann36	Anna Lee
ann37	Annalee Autumn
ann38	Anna Levine
ann39	Anna Lindahl
ann40	Anna Lizaran
ann41	Anna Magnani
ann42	Anna Maria Alberghetti
ann43	Anna Maria Everett
ann44	Anna Maria Horsford
ann45	Anna Maria Monticelli
ann46	Anna Maria Muhe
ann47	Anna Massey
ann48	Anna May Wong
ann49	Anna Mouglalis
ann50	Anna Nakagawa
ann51	Anna Nicole Smith
ann52	Anna Orochko
ann53	Anna Palk
ann54	Anna Paquin
ann55	Anna Popplewell
ann56	Anna Prucnal
ann57	Anna Reeves
ann58	Anna Simpson
ann59	AnnaSophia Robb
ann60	Anna Synodinou
ann61	Anna Vareschi
ann62	Anna Walton
ann63	Anna Wetlinska
ann64	Annazette Chase
ann65	Ann Bell
ann66	Ann Blyth
ann67	Ann Bronston
ann68	Ann Carter
ann69	Ann Christy
ann70	Ann Codee
ann71	Ann Cusack
ann72	Anndi McAfee
ann73	Ann Doran
ann74	Ann Dusenberry
ann75	Ann Dvorak
ann76	Anne-Marie Duff
ann77	Anne-Marie Johnson
ann78	Anne-Marie Kennedy
ann79	Anne Archer
ann80	Anne Bartoletti
ann81	Anne Byrne Hoffman
ann82	Anne Canovas
ann83	Anne Carlisle
ann84	Anne Chevalier
ann85	Anne Christianson
ann86	Anne Collette
ann87	Anne Cornwall
ann88	Anne Crawford
ann89	Anne De Salvo
ann90	Anne Dudek
ann91	Anne Fletcher
ann92	Anne Fontaine
ann93	Anne Francis
ann94	Anne Gwynne
ann95	Anne Haney
ann96	Anne Hathaway
ann97	Anne Heche
ann98	Anne Hegira
ann99	Anne Helm
ann100	Anne Jackson
ann101	Anne Jeffreys
ann102	Ann Eleonora Joergensen
ann103	Anne Marie DeLuise
ann104	Annemarie Duringer
ann105	Anne Meacham
ann106	Anne Meara
ann107	Anne Nagel
ann108	Anne Parillaud
ann109	Anne Pitoniak
ann110	Anne Ramsay
ann111	Anne Ramsey
ann112	Anne Reid
ann113	Anne Revere
ann114	Anne Sargent
ann115	Anne Seymour
ann116	Anne Shirley
ann117	Anne Suzuki
ann118	Anne Tenney
ann119	Annette Andre
ann120	Annette Badland
ann121	Annette Crosbie
ann122	Annette DeFoe
ann123	Annette Funicello
ann124	Annette Munro
ann125	Annette O'Toole
ann126	Annette Shun Wah
ann127	Anne Walter
ann128	Anne Wheeler
ann129	Anne Wiazemsky
ann130	Anne Wittman
ann131	Ann Firbank
ann132	Ann Forrest
ann133	Ann Harding
ann134	Ann Hearn
ann135	Ann Howard
ann136	Ann Hui
ann137	Annibale Ninchi
ann138	Annie Allix
ann139	Annie Corley
ann140	Annie Galipeau
ann141	Annie Golden
ann142	Annie Griffin
ann143	Annie Lennox
ann144	Annielo Mele
ann145	Annie Man
ann146	Annie Maver
ann147	Annie McEnroe
ann148	Annie Parisse
ann149	Annie Potts
ann150	Annie Ross
ann151	Annie Ryan
ann152	Annie Shizuka Inoh
ann153	Annie Whittle
ann154	Annie Yip
ann155	Annika Kuhl
ann156	Ann Jillian
ann157	Ann Latham
ann158	Ann Little
ann159	Ann Magnuson
ann160	Ann Marie
ann161	Annmarie Fulton
ann162	Ann Marie Lee
ann163	Ann Mason
ann164	Ann Miller
ann165	Ann Mitchell
ann166	Anno Saul
ann167	Ann Pennington
ann168	Ann Reinking
ann169	Ann Richards
ann170	Ann Robinson
ann171	Ann Rutherford
ann172	Ann Savage
ann173	Ann Sheridan
ann174	Ann Shoemaker
ann175	Ann Sothern
ann176	Ann Talman
ann177	Ann Todd
ann178	Ann Turkel
ann179	Ann Turner
ann180	Ann Tyrrell
ann181	Annu Kapoor
ann182	Ann Wedgeworth
ann183	Anny Duperey
ann184	Anny Ondra
ano1	Anouk Aimee
ano2	Anointing Lukola
ano3	Anon Saisangcharn
ano4	Anoop Ratnaker Rao
ans1	Anselmo Duarte
ans2	Ansje van Brandenberg
ans3	Anson Mount
ans4	Anson Williams
ant1	Anthony Minghella
ant2	Anthony Mackie
ant3	Anthony Perkins
ant4	Anthony Anderson
ant5	Antoine Fuqua
ant6	Anthony Hopkins
ant7	Anthony Heald
ant8	Anthony Quinn
ant9	Anthony Wong Chau-Sang
ant10	Antal Konrad
ant11	Anthony 'Citric' Campos
ant12	Anthony 'Treach' Criss
ant13	Anthony Abrams
ant14	Anthony Allen
ant15	Anthony Andrews
ant16	Anthony Asquith
ant17	Anthony Barrile
ant18	Anthony Booth
ant19	Anthony Bushell
ant20	Anthony Cardoza
ant21	Anthony Clark
ant22	Anthony Cleave
ant23	Anthony Daniels
ant24	Anthony Dawson
ant25	Anthony DeSando
ant26	Anthony Dexter
ant27	Anthony Dileo Jr.
ant28	Anthony Drazan
ant29	Anthony Edwards
ant30	Anthony Eisley
ant31	Anthony Franciosa
ant32	Anthony Green
ant33	Anthony Harvey
ant34	Anthony Hayes
ant35	Anthony Head
ant36	Anthony Hickox
ant37	Anthony Higgins
ant38	Anthony John Denison
ant39	Anthony Kiedis
ant40	Anthony Kimmins
ant41	Anthony LaPaglia
ant42	Anthony Leondis
ant43	Anthony Mack
ant44	Anthony Mangano
ant45	Anthony Mann
ant46	Anthony McPartlin
ant47	Anthony Michael Hall
ant48	Anthony Mir
ant49	Anthony Newley
ant50	Anthony O'Sullivan
ant51	Anthony Pena
ant52	Anthony Phelan
ant53	Anthony Piana
ant54	Anthony Portillo
ant55	Anthony Quayle
ant56	Anthony Rapp
ant57	Anthony Ray
ant58	Anthony Rizzo
ant59	Anthony Ross
ant60	Anthony Russo
ant61	Anthony Sherwood
ant62	Anthony Simcoe
ant63	Anthony Simmons
ant64	Anthony Stacchi
ant65	Anthony Starke
ant66	Anthony Steel
ant67	Anthony Waller
ant68	Anthony Warren
ant69	Anthony Wong
ant70	Anthony Zerbe
ant71	Antje de Boeck
ant72	Antje Schmidt
ant73	Antje Traue
ant74	Antoine Balpetre
ant75	Antoine Bourseiller
ant76	Antoine Chappey
ant77	Antoine de Caunes
ant78	Antoine Monot Jr.
ant79	Antoine Saint-John
ant80	Antoinette Byron
ant81	Antoinette Cristiani
ant82	Antoine Vitez
ant83	Anton Corbijn
ant84	Anton Diffring
ant85	Anton Edthofer
ant86	Antonella Interlenghi
ant87	Anton Glanzelius
ant88	Antonia Bernath
ant89	Antonia Bird
ant90	Antonia Campbell-Hughes
ant91	Antonia San Juan
ant92	Antoni Corone
ant93	Antonin Artaud
ant94	Antonin Zacpal
ant95	Antonio Banderas
ant96	Antonio de la Torre
ant97	Antonio Fargas
ant98	Antonio Gil
ant99	Antonio Lavradio
ant100	Antonio Luis Lopes
ant101	Antonio Margheriti
ant102	Antonio Mendoza
ant103	Antonio Moreno
ant104	Antonio Pica
ant105	Antonio Prieto
ant106	Antonio Resines
ant107	Antonio Sabato
ant108	Antonio Sabato Jr.
ant109	Antonio Serrano
ant110	Anton Rodgers
ant111	Anton Walbrook
ant112	Antony Bert
ant113	Antony Booth
ant114	Antony Carbone
ant115	Antony Coleman
ant116	Antony Cordier
ant117	Anton Yelchin
ant118	Antony Hoffman
ant119	Antony Sher
ant120	Antony Starr
ant121	Anton Z. Risan
ant122	Antti-Jussi Annila
ant123	Antti Satama
ant124	Antwon Tanner
ant125	Antzela Gerekou
anu1	Anu Agrawal
anu2	Anubhav Mohanty
anu3	Anuchyd Sapanphong
anu4	Anu Hassan
anu5	Anulka Dziubinska
anu6	Anu Mehta
anu7	Anupam Kher
anu8	Anup Malik
anu9	Anuradha
anu10	Anuradha Hassan
anu11	Anurag Basu
anu12	Anurag Kashyap
anu13	Anusha Dandekar
anw1	Anwar Rasheed
aoi1	Aoi Miyazaki
aoi2	Aoi Tada
aoi3	Aoi Teshima
apa1	Aparna Sen
aph1	Aphichan Chaleumchainuwong
api1	Apichatpong Weerasethakul
api2	Apichart Choosakul
apo1	Apollonia Kotero
apr1	April Grace
apr2	April Winchell
apu1	Apurba Kishore Bir
ara1	A. Rauf Khalid
ara2	Arabella Field
ara3	Ara Celi
ara4	Aram Avakian
ara5	Arata
ara6	Arawat Ruangvuth
arb1	Arbaaz Ali Khan
arb2	Arbaaz Khan
arc1	Arcelia Ramirez
arc2	Arch Hall, Jr.
arc3	Arch Hall Sr.
arc4	Archie Hahn
arc5	Archie Mayo
arc6	Archie Savage
arc7	Arch Johnson
arc8	Arch Oboler
arc9	Arco Descat C.
ard1	Ardeshir Irani
are1	Areeya Chumsai
are2	Aretha Franklin
arg1	Argentina Brunetti
ari1	Aria Alpert
ari2	Aria Curzon
ari3	Ariadna Gil
ari4	Ari Alexander Ergis Magnusson
ari5	Ariana Fraval
ari6	Ariana Richards
ari7	Ariane
ari8	Ariane Aggiage
ari9	Aria Noelle Curzon
ari10	Aribert Mog
ari11	Aric Avelino
ari12	Ari Cohen
ari13	Arieh Elias
ari14	Arielle Dombasle
ari15	Arielle Kebbel
ari16	Ariel Mateluna
ari17	Ariel Zeitoun
ari18	Arie Posin
ari19	Arif Herati
ari20	Ari Graynor
ari21	Arija Bareikis
ari22	Aris Iliopulos
ari23	Aristomenis Tsirbas
arj1	Arjay Smith
arj2	Arjun Rampal
arj3	Arjun Sablok
arl1	Arlen Dean Snyder
arl2	Arlene Dahl
arl3	Arlene Francis
arl4	Arlene Sanford
arl5	Arlette Marchal
arl6	Arletty
arl7	Arline Judge
arl8	Arliss Howard
arl9	Arlo Guthrie
arl10	Arly Jover
arm1	Armando Brancia
arm2	Armand Assante
arm3	Armand Lurville
arm4	Armand Meffre
arm5	Armando Hernandez
arm6	Armando Iannucci
arm7	Armando Silvestre
arm8	Armelia McQueen
arm9	Armen Dzhigarkhanyan
arm10	Armin Mueller-Stahl
arm11	Armin Rohde
arn1	Arnold Lucy
arn2	Arnold Schwarzenegger
arn3	Arnab Dutta
arn4	Arnaldo Jabor
arn5	Arna Selznick
arn6	Arnaud Larrieu
arn7	Arnd Klawitter
arn8	Arne Glimcher
arn9	Arno Hintjens
arn10	Arno Juerging
arn11	Arnold Barkus
arn12	Arnold Daly
arn13	Arnold Diamond
arn14	Arnold Friedman
arn15	Arnold Palmer
arn16	Arnold Pinnock
arn17	Arnold Ridley
arn18	Arnold Sjostrand
arn19	Arnold Stang
arn20	Arnold Vosloo
arn21	Arnudsara Jantarangsri
aro1	Aron Dimeny
aro2	Aron Eisenberg
ars1	Arsenio Hall
ars2	Arshad Warsi
ars3	Arshalouis Aivazian
ars4	Arsinee Khanjian
art1	Arthur Agee
art2	Arthur Penn
art3	Art Baker
art4	Art Carney
art5	Art Davis
art6	Arte Johnson
art7	Artel Kayaru
art8	Art Evans
art9	Art Garfunkel
art10	Art Hindle
art11	Arthur Allan Seidelman
art12	Arthur Angel
art13	Arthur Brauss
art14	Arthur Burghardt
art15	Arthur Byron
art16	Arthur Cohen
art17	Arthur Crabtree
art18	Arthur Edmund Carewe
art19	Arthur Franz
art20	Arthur Hill
art21	Arthur Hiller
art22	Arthur Hohl
art23	Arthur Housman
art24	Arthur Hoyt
art25	Arthur Hunnicutt
art26	Arthur J. Nascarella
art27	Arthur Jugnot
art28	Arthur Jurado
art29	Arthur Kennedy
art30	Arthur Lake
art31	Arthur Loft
art32	Arthur Lowe
art33	Arthur Lubin
art34	Arthur Malet
art35	Arthur Maria Rabenalt
art36	Arthur Marks
art37	Arthur O'Connell
art38	Arthur O'Sullivan
art39	Arthur Peterson
art40	Arthur Quehen
art41	Arthur Rankin Jr.
art42	Arthur Ripley
art43	Arthur Robison
art44	Arthur Rosenberg
art45	Arthur Sellers
art46	Arthur Shields
art47	Arthur Space
art48	Arthur Tauchert
art49	Arthur Treacher
art50	Arti Agarwal
art51	Artie Baxter
art52	Artie Lange
art53	Artie Mitchell
art54	Artie Shaw
art55	Art LaFleur
art56	Art Linson
art57	Art Malik
art58	Art Smith
art59	Art Stevens
art60	Arturo Barba
art61	Arturo de Cordova
art62	Arturo Dominici
art63	Arturo Maly
art64	Arturo Paglia
art65	Arturo Pirovano
art66	Arturo Soto Rangel
art67	Artus de Penguern
art68	Artyom Bogucharsky
art69	Artyom Semakin
aru1	Aruna Irani
aru2	Arun Roy
arv1	Arvid E. Gillstrom
arv2	Arvind Swamy
arw1	Arwen
ary1	Arya
ary2	Arya Menon
ary3	Aryana Engineer
ary4	Arye Gross
ash1	Ash Adams
ash2	Ashanti
ash3	Asha Parekh
ash4	Ash Baron-Cohen
ash5	Ash Brannon
ash6	Asher D
ash7	Ashish Vidyarthi
ash8	Ashlee Simpson
ash9	Ashleigh Ball
ash10	Ashley Bank
ash11	Ashley Boettcher
ash12	Ashley Greene
ash13	Ashley Hoelck
ash14	Ashley Hughes
ash15	Ashley Johnson
ash16	Ashley Judd
ash17	Ashley L. Anderson
ash18	Ashley Laurence
ash19	Ashley Olsen
ash20	Ashley Scott
ash21	Ashley Tisdale
ash22	Ashley Walters
ash23	Ashlie Atkinson
ash24	Ashlie Brillault
ash25	Ashlyn Gere
ash26	Ashlyn Martin
ash27	Ashmit Patel
ash28	Ashokan
ash29	Ashok Kumar
ash30	Ashraf Barhom
ash31	Ashton Holmes
ash32	Ashton Kutcher
ash33	Ashutosh Gowariker
ash34	Ashu Trikha
ash35	Ashvin Kumar
asi1	Asia Argento
asi2	Asif Kapadia
asi3	Asin Thottumkal
asp1	Aspasia Kralli
asr1	Asrani
ass1	Assaad Bouab
ass2	Assane Faye
ass3	Assane Ouedraogo
ass4	Assi Cohen
ass5	Assi Dayan
ast1	Astrid Allwyn
ast2	Astrid Heeren
ast3	Astrid Holm
asu1	Asumi Miwa
ate1	Ate de Jong
ath1	Athena Karkanis
ati1	Atila Pesiani
ato1	Atom Egoyan
ato2	Ato Mukhamedzhanov
ato3	Atossa Leoni
ats1	Atsuko Takahashi
ats2	Atsuko Tanaka
ats3	Atsushi Watanabe
att1	Attaporn Teemakorn
att2	Atte Joutsen
att3	Attila Dargay
atu1	Atul Agnihotri
atu2	Atul Kulkarni
aub1	Aubree Miller
aub2	Aubrey Miles
aub3	Aubrey Morris
aud1	Audrey Hepburn
aud2	Aud Egede-Nissen
aud3	Aud Egede Nissen
aud4	Audie Murphy
aud5	Audra Lindley
aud6	Audrey Betz
aud7	Audrey Christie
aud8	Audrey Dalton
aud9	Audrey Heaven
aud10	Audrey Long
aud11	Audrey Marie Anderson
aud12	Audrey Meadows
aud13	Audrey Munson
aud14	Audrey Tautou
aud15	Audrey Totter
aud16	Audrey Wells
aud17	Audu Paden
aug1	August Diehl
aug2	Augie Tribach
aug3	Augusta Ciolli
aug4	August Blom
aug5	Augustin Legrand
aug6	Augusto Milla
aug7	August Schellenberg
aug8	Augustus Phillips
aug9	August Zirner
aun1	Aunjanue Ellis
aur1	Aure Atika
aur2	Aureliano Luppi
aur3	Aurelia Petit
aur4	Auretta Gay
aur5	Auriol Lee
aur6	Aurora Cornu
aur7	Aurora Miranda
aur8	Aurore Clement
aus1	Austen Jewell
aus2	Austin Chick
aus3	Austin Crim
aus4	Austin Lysy
aus5	Austin Nichols
aus6	Austin O'Brien
aus7	Austin Pendleton
aus8	Austin Robert Butler
aus9	Austin Rogers
aus10	Austin Stoker
aus11	Austin Stout
ava1	Ava Gardner
ava2	Ava Norring
ave1	Avery Brooks
ave2	Avery Schreiber
avi1	Avi Nesher
avi2	Avis Bunnage
avi3	Aviva Marks
avr1	Avril Angers
avr2	Avril Lavigne
awa1	Awa Sene Sarr
awv1	A.W. Vidmer
axe1	Axel Jodorowsky
axe2	Axel Milberg
axe3	Axel Prahl
axe4	Axel Strobye
axe5	Axel Wandtke
aya1	Aya Hirayama
aya2	Ayaka Onoue
aya3	Aya Kokumai
aya4	Aya Koren
aya5	Ayako Wakao
aya6	Ayano Shiraishi
aya7	Aya Okamoto
aya8	Aya Ueto
aye1	Ayelet Zurer
aye2	Ayesha Dharker
aye3	Ayesha Kapoor
aye4	Ayesha Takia
ayo1	Ayoub Ahmadi,
ays1	Ayse Tezel
ayt1	Aytekin Akkaya
ayu1	Ayu Kitaura
ayu2	Ayuko Fujishiro
ayu3	Ayumi Ito
azi1	Aziz Ansari
azi2	Aziz Mirza
azi3	Aziz Sattar
azi4	Aziz Sejawal
azr1	Azrael Chung
azu1	Azucena Hernandez
azu2	Azura Skye
b2k1	B2K
baa1	Baard Owe
bab1	Babar Ali
bab2	Babbar Subhash
bab3	Babe London
bab4	Babe Ruth
bab5	Babes In Toyland
bab6	Babou Ceesay
bab7	Babs Chula
bab8	Baby LeRoy
bad1	Badar Munir
bad2	Badja Djola
bae1	Bae Doona
bae2	Bae Jong-ok
bae3	Bae Jung-shik
bae4	Baek Jeong-rim
bae5	Baek Yoon-sik
bae6	Bae Yong Joon
bah1	Bahar Soomekh
bah2	Bahman Ghobadi
bah3	Bahram Ibrahimi
bai1	Bailee Madison
bai2	Bai Li Jun
bai3	Bai Ling
bai4	Bai Mu
bai5	Baird Stafford
bai6	Bai Yang
baj1	Bajram Severdzan
bak1	Bakhtyar Khudojnazarov
bak2	Baki Davrak
bak3	Bakit Dzhylkychiev
bal1	Bala
bal2	Balaiah
bal3	Balaji Sakthivel
bal4	Balan K. Nair
bal5	Balasekaran
bal6	Baldwin Cooke
bal7	Balraj Sahni
bal8	Baltasar Kormakur
bam1	Bambi Woods
bam2	Bam Margera
ban1	Bang-ho Cho
ban2	Bang Eun-jin
ban3	Banjong Pisanthanakun
ban4	Ban Min-jeong
bao1	Bao Guo'an
bao2	Bao Quach
bar1	Barbet Schroeder
bar2	Barbra Streisand
bar3	Barry Levinson
bar4	Barry Pepper
bar5	Barbara Bel Geddes
bar6	Barbara Baxley
bar7	Barry Sonnenfeld
bar8	Barbara Kopple
bar9	Barbara Adams
bar10	Barbara Alyn Woods
bar11	Barbara Babcock
bar12	Barbara Bach
bar13	Barbara Barrie
bar14	Barbara Bates
bar15	Barbara Bedford
bar16	Barbara Bosson
bar17	Barbara Bouchet
bar18	Barbara Britton
bar19	Barbara Brylska
bar20	Barbara Bryne
bar21	Barbara Carrera
bar22	Barbara Crampton
bar23	Barbara Dennek
bar24	Barbara Drew
bar25	Barbara Eda-Young
bar26	Barbara Eden
bar27	Barbara Elorrieta
bar28	Barbara Everest
bar29	Barbara Ewing
bar30	Barbara Feldon
bar31	Barbara Francis
bar32	Barbara Gallauner
bar33	Barbara Gordon
bar34	Barbara Hale
bar35	Barbara Hammer
bar36	Barbara Harris
bar37	Barbara Hershey
bar38	Barbara Hewitt
bar39	Barbara Hines
bar40	Barbara Howard
bar41	Barbara Jefford
bar42	Barbara Kellerman
bar43	Barbara Kent
bar44	Barbara Krafftowna
bar45	Barbara Lass
bar46	Barbara Lawrence
bar47	Barbara Leigh-Hunt
bar48	Barbara Loden
bar49	Barbara Luddy
bar50	Barbara Magnolfi
bar51	Barbara Mamabolo
bar52	Barbara McNair
bar53	Barbara Mori
bar54	Barbara Mujica
bar55	Barbara Mullen
bar56	Barbara Murray
bar57	Barbara Nichols
bar58	Barbarao
bar59	Barbara O'Neil
bar60	Barbara Parkins
bar61	Barbara Payton
bar62	Barbara Pfeffer
bar63	Barbara Pieters
bar64	Barbara Read
bar65	Barbara Rhoades
bar66	Barbara Rudnik
bar67	Barbara Ruick
bar68	Barbara Rush
bar69	Barbara Sheldon
bar70	Barbara Shelley
bar71	Barbara Stanwyck
bar72	Barbara Steele
bar73	Barbara Sukowa
bar74	Barbara Valentin
bar75	Barbara Werle
bar76	Barbara Williams
bar77	Barbara Windsor
bar78	Barbi Benton
bar79	Barbie Hsu
bar80	Barbora Hrzanova
bar81	Barboura Morris
bar82	Barnaby Kay
bar83	Barna Illyes
bar84	Barnard Hughes
bar85	Barney Clark
bar86	Barney James
bar87	Barney Martin
bar88	Barret Oliver
bar89	Barrie Houghton
bar90	Barrie Ingham
bar91	Barry Atwater
bar92	Barry Baldaro
bar93	Barry Bostwick
bar94	Barry Brown
bar95	Barry Cahill
bar96	Barry Coe
bar97	Barry Corbin
bar98	Barry Crocker
bar99	Barry Cutler
bar100	Barry Del Sherman
bar101	Barry Dennen
bar102	Barry Dignam
bar103	Barry Fitzgerald
bar104	Barry Foster
bar105	Barry Gibb
bar106	Barry Greenhouse
bar107	Barry Humphries
bar108	Barry Jones
bar109	Barry Kelley
bar110	Barry Letts
bar111	Barry MacKay
bar112	Barry Mahon
bar113	Barry McGovern
bar114	Barry Miller
bar115	Barry Nelson
bar116	Barry Newman
